Order_ID,Order_Date,Ship_Date,Ship_Mode,Ship_Speed,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount
CA-2017-168837,14/10/2017,17/10/2017,First Class,Fast,JW-15955,FUR-FU-10001918,9.46,2,0,3.6894,39,3,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),4.73,1.84,0
CA-2017-116715,02/12/2017,05/12/2017,First Class,Fast,VW-21775,OFF-ST-10004340,559.62,9,0,151.0974,27,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Large ($500-1K),62.18,16.79,0
CA-2017-116715,02/12/2017,05/12/2017,First Class,Fast,VW-21775,OFF-PA-10004475,109.92,2,0,53.8608,49,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),54.96,26.93,0
CA-2017-116715,02/12/2017,05/12/2017,First Class,Fast,VW-21775,OFF-PA-10003893,8.56,2,0,3.852,45,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),4.28,1.93,0
CA-2015-135622,08/12/2015,11/12/2015,Second Class,Standard,TT-21460,OFF-PA-10000100,360.712,11,0.2,130.7581,36.25,3,Low (1-20%),2015,12,Dec,Winter,Profit,High (>=20%),Medium ($200-500),32.79,11.89,72.14
CA-2015-135622,08/12/2015,11/12/2015,Second Class,Standard,TT-21460,TEC-PH-10001817,1718.4,6,0.2,150.36,8.75,3,Low (1-20%),2015,12,Dec,Winter,Profit,Low (0-10%),XL (>$1K),286.4,25.06,343.68
US-2015-107349,13/07/2015,15/07/2015,First Class,Fast,SL-20155,OFF-BI-10001765,41.568,6,0.8,-66.5088,-160,2,High (41%+),2015,7,Jul,Summer,Loss,Loss,Micro (<$50),6.93,-11.08,33.25
CA-2014-139017,11/05/2014,17/05/2014,Standard Class,Economy,RM-19375,TEC-AC-10001013,46.864,2,0.2,7.6154,16.25,6,Low (1-20%),2014,5,May,Spring,Profit,Medium (10-20%),Micro (<$50),23.43,3.81,9.37
CA-2014-141817,05/01/2014,12/01/2014,Standard Class,Economy,MB-18085,OFF-AR-10003478,19.536,3,0.2,4.884,25,7,Low (1-20%),2014,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),6.51,1.63,3.91
CA-2015-130785,05/09/2015,09/09/2015,Standard Class,Economy,AG-10900,FUR-BO-10000330,411.332,4,0.15,-4.8392,-1.18,4,Low (1-20%),2015,9,Sep,Fall,Loss,Loss,Medium ($200-500),102.83,-1.21,61.7
CA-2015-130785,05/09/2015,09/09/2015,Standard Class,Economy,AG-10900,OFF-BI-10001900,28.752,6,0.2,9.7038,33.75,4,Low (1-20%),2015,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),4.79,1.62,5.75
CA-2015-130785,05/09/2015,09/09/2015,Standard Class,Economy,AG-10900,FUR-BO-10003159,293.199,3,0.15,-20.6964,-7.06,4,Low (1-20%),2015,9,Sep,Fall,Loss,Loss,Medium ($200-500),97.73,-6.9,43.98
CA-2016-110254,04/08/2016,08/08/2016,Standard Class,Economy,ML-17755,OFF-SU-10002573,35.06,2,0,10.518,30,4,No Discount,2016,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),17.53,5.26,0
CA-2016-110254,04/08/2016,08/08/2016,Standard Class,Economy,ML-17755,OFF-LA-10004484,4.13,1,0,1.8998,46,4,No Discount,2016,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),4.13,1.9,0
CA-2016-110254,04/08/2016,08/08/2016,Standard Class,Economy,ML-17755,FUR-FU-10001591,109.8,9,0,46.116,42,4,No Discount,2016,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),12.2,5.12,0
CA-2016-110254,04/08/2016,08/08/2016,Standard Class,Economy,ML-17755,OFF-LA-10002034,9.82,2,0,4.8118,49,4,No Discount,2016,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),4.91,2.41,0
US-2014-158057,22/03/2014,26/03/2014,Standard Class,Economy,CC-12685,OFF-BI-10004410,7.644,4,0.7,-5.8604,-76.67,4,High (41%+),2014,3,Mar,Spring,Loss,Loss,Micro (<$50),1.91,-1.47,5.35
US-2014-158057,22/03/2014,26/03/2014,Standard Class,Economy,CC-12685,OFF-BI-10002735,51.465,5,0.7,-39.4565,-76.67,4,High (41%+),2014,3,Mar,Spring,Loss,Loss,Small ($50-200),10.29,-7.89,36.03
CA-2017-146024,02/03/2017,08/03/2017,Standard Class,Economy,SC-20770,OFF-SU-10001935,6.976,4,0.2,-1.3952,-20,6,Low (1-20%),2017,3,Mar,Spring,Loss,Loss,Micro (<$50),1.74,-0.35,1.4
CA-2017-146024,02/03/2017,08/03/2017,Standard Class,Economy,SC-20770,OFF-BI-10003291,12.222,7,0.8,-20.1663,-165,6,High (41%+),2017,3,Mar,Spring,Loss,Loss,Micro (<$50),1.75,-2.88,9.78
CA-2016-129686,27/11/2016,29/11/2016,Second Class,Standard,GG-14650,OFF-ST-10004337,97.984,2,0.2,-24.496,-25,2,Low (1-20%),2016,11,Nov,Fall,Loss,Loss,Small ($50-200),48.99,-12.25,19.6
CA-2016-129686,27/11/2016,29/11/2016,Second Class,Standard,GG-14650,TEC-AC-10001266,62.4,6,0.2,19.5,31.25,2,Low (1-20%),2016,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),10.4,3.25,12.48
CA-2014-118976,28/04/2014,03/05/2014,Standard Class,Economy,MY-18295,OFF-BI-10001628,20.86,2,0,9.387,45,5,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),10.43,4.69,0
CA-2014-118976,28/04/2014,03/05/2014,Standard Class,Economy,MY-18295,OFF-ST-10000877,497.61,9,0,129.3786,26,5,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Medium ($200-500),55.29,14.38,0
CA-2014-118976,28/04/2014,03/05/2014,Standard Class,Economy,MY-18295,OFF-AR-10004752,5.34,2,0,1.4952,28,5,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),2.67,0.75,0
CA-2014-118976,28/04/2014,03/05/2014,Standard Class,Economy,MY-18295,OFF-LA-10000452,3.15,1,0,1.512,48,5,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),3.15,1.51,0
CA-2015-105347,24/11/2015,28/11/2015,Standard Class,Economy,DP-13000,OFF-PA-10000675,368.91,9,0,180.7659,49,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Medium ($200-500),40.99,20.09,0
CA-2015-105347,24/11/2015,28/11/2015,Standard Class,Economy,DP-13000,OFF-AR-10003045,14.7,5,0,6.615,45,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),2.94,1.32,0
CA-2016-124667,11/11/2016,16/11/2016,Standard Class,Economy,BD-11770,TEC-AC-10003447,59.97,3,0,14.9925,25,5,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),19.99,5,0
CA-2016-124667,11/11/2016,16/11/2016,Standard Class,Economy,BD-11770,OFF-ST-10002276,83.36,1,0,20.84,25,5,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),83.36,20.84,0
CA-2015-111094,09/07/2015,13/07/2015,Standard Class,Economy,CB-12535,OFF-PA-10001609,6.58,2,0,3.0268,46,4,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),3.29,1.51,0
CA-2015-111094,09/07/2015,13/07/2015,Standard Class,Economy,CB-12535,OFF-BI-10001597,122.94,3,0,59.0112,48,4,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),40.98,19.67,0
CA-2017-166317,22/09/2017,26/09/2017,Standard Class,Economy,JE-15610,OFF-PA-10004475,219.84,4,0,107.7216,49,4,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Medium ($200-500),54.96,26.93,0
CA-2017-166317,22/09/2017,26/09/2017,Standard Class,Economy,JE-15610,TEC-AC-10004510,98.16,6,0,9.816,10,4,No Discount,2017,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),16.36,1.64,0
CA-2017-166317,22/09/2017,26/09/2017,Standard Class,Economy,JE-15610,OFF-BI-10002976,33.04,8,0,15.5288,47,4,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),4.13,1.94,0
CA-2017-166317,22/09/2017,26/09/2017,Standard Class,Economy,JE-15610,TEC-PH-10001615,86.97,3,0,25.2213,29,4,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),28.99,8.41,0
CA-2015-154326,15/02/2015,19/02/2015,Standard Class,Economy,RP-19855,TEC-PH-10001819,134.97,3,0,64.7856,48,4,No Discount,2015,2,Feb,Winter,Profit,High (>=20%),Small ($50-200),44.99,21.6,0
CA-2015-154326,15/02/2015,19/02/2015,Standard Class,Economy,RP-19855,TEC-PH-10000560,699.98,2,0,195.9944,28,4,No Discount,2015,2,Feb,Winter,Profit,High (>=20%),Large ($500-1K),349.99,98,0
CA-2015-154326,15/02/2015,19/02/2015,Standard Class,Economy,RP-19855,TEC-AC-10004568,139.95,5,0,26.5905,19,4,No Discount,2015,2,Feb,Winter,Profit,Medium (10-20%),Small ($50-200),27.99,5.32,0
CA-2014-102008,30/09/2014,04/10/2014,Standard Class,Economy,RA-19915,OFF-PA-10004092,48.94,1,0,24.47,50,4,No Discount,2014,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),48.94,24.47,0
CA-2014-120474,01/12/2014,03/12/2014,First Class,Fast,RP-19390,FUR-CH-10001854,2807.84,8,0,673.8816,24,2,No Discount,2014,12,Dec,Winter,Profit,High (>=20%),XL (>$1K),350.98,84.24,0
CA-2014-120474,01/12/2014,03/12/2014,First Class,Fast,RP-19390,OFF-AR-10000475,46.64,4,0,12.5928,27,2,No Discount,2014,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),11.66,3.15,0
CA-2014-104773,08/12/2014,13/12/2014,Standard Class,Economy,TB-21175,OFF-ST-10000777,60.416,2,0.2,6.0416,10,5,Low (1-20%),2014,12,Dec,Winter,Profit,Medium (10-20%),Small ($50-200),30.21,3.02,12.08
CA-2016-140774,05/09/2016,10/09/2016,Standard Class,Economy,BE-11455,OFF-AR-10004022,107.94,3,0,26.985,25,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),35.98,8.99,0
US-2017-139465,27/08/2017,30/08/2017,First Class,Fast,MR-17545,OFF-ST-10002352,63.84,8,0,16.5984,26,3,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),7.98,2.07,0
US-2017-139465,27/08/2017,30/08/2017,First Class,Fast,MR-17545,TEC-PH-10000455,347.97,3,0,100.9113,29,3,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Medium ($200-500),115.99,33.64,0
US-2017-139465,27/08/2017,30/08/2017,First Class,Fast,MR-17545,OFF-BI-10003910,37.008,6,0.2,11.565,31.25,3,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),6.17,1.93,7.4
CA-2016-100965,07/07/2016,11/07/2016,Standard Class,Economy,RM-19375,FUR-FU-10003039,215.65,5,0,73.321,34,4,No Discount,2016,7,Jul,Summer,Profit,High (>=20%),Medium ($200-500),43.13,14.66,0
CA-2016-121034,08/08/2016,10/08/2016,Second Class,Standard,JF-15565,OFF-FA-10000585,11.168,4,0.2,3.6296,32.5,2,Low (1-20%),2016,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.79,0.91,2.23
CA-2016-121034,08/08/2016,10/08/2016,Second Class,Standard,JF-15565,OFF-PA-10001994,53.952,3,0.2,17.5344,32.5,2,Low (1-20%),2016,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),17.98,5.84,10.79
CA-2016-149461,13/11/2016,19/11/2016,Standard Class,Economy,AS-10135,FUR-FU-10004270,4.18,1,0,1.5048,36,6,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),4.18,1.5,0
CA-2017-158379,22/09/2017,26/09/2017,Second Class,Standard,JA-15970,OFF-BI-10002498,5.607,1,0.7,-4.2987,-76.67,4,High (41%+),2017,9,Sep,Fall,Loss,Loss,Micro (<$50),5.61,-4.3,3.92
CA-2017-158379,22/09/2017,26/09/2017,Second Class,Standard,JA-15970,OFF-SU-10002881,4663.736,7,0.2,-1049.3406,-22.5,4,Low (1-20%),2017,9,Sep,Fall,Loss,Loss,XL (>$1K),666.25,-149.91,932.75
CA-2017-158379,22/09/2017,26/09/2017,Second Class,Standard,JA-15970,TEC-AC-10002926,79.984,2,0.2,22.9954,28.75,4,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),39.99,11.5,16
US-2016-116729,25/12/2016,28/12/2016,First Class,Fast,GK-14620,TEC-PH-10002200,2575.944,7,0.2,257.5944,10,3,Low (1-20%),2016,12,Dec,Winter,Profit,Medium (10-20%),XL (>$1K),367.99,36.8,515.19
US-2016-116729,25/12/2016,28/12/2016,First Class,Fast,GK-14620,OFF-PA-10002005,45.36,7,0,21.7728,48,3,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),6.48,3.11,0
US-2016-116729,25/12/2016,28/12/2016,First Class,Fast,GK-14620,TEC-AC-10001465,254.24,7,0,76.272,30,3,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Medium ($200-500),36.32,10.9,0
CA-2016-164938,11/02/2016,13/02/2016,First Class,Fast,PB-19210,TEC-PH-10004897,69.93,7,0,0.6993,1,2,No Discount,2016,2,Feb,Winter,Profit,Low (0-10%),Small ($50-200),9.99,0.1,0
CA-2016-165484,23/10/2016,29/10/2016,Standard Class,Economy,HK-14890,FUR-FU-10001196,16.156,7,0.6,-12.117,-75,6,High (41%+),2016,10,Oct,Fall,Loss,Loss,Micro (<$50),2.31,-1.73,9.69
CA-2016-165484,23/10/2016,29/10/2016,Standard Class,Economy,HK-14890,OFF-PA-10000595,54.816,3,0.2,17.8152,32.5,6,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),18.27,5.94,10.96
CA-2014-132612,09/06/2014,11/06/2014,Second Class,Standard,FO-14305,FUR-TA-10004534,1441.3,7,0,245.021,17,2,No Discount,2014,6,Jun,Summer,Profit,Medium (10-20%),XL (>$1K),205.9,35,0
US-2017-161193,20/11/2017,26/11/2017,Standard Class,Economy,BT-11680,FUR-FU-10001861,77.6,5,0.2,28.13,36.25,6,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),15.52,5.63,15.52
US-2017-161193,20/11/2017,26/11/2017,Standard Class,Economy,BT-11680,FUR-FU-10000206,4.656,2,0.2,1.5714,33.75,6,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),2.33,0.79,0.93
CA-2015-131597,14/09/2015,18/09/2015,Standard Class,Economy,SP-20620,FUR-TA-10002607,170.136,3,0.2,-8.5068,-5,4,Low (1-20%),2015,9,Sep,Fall,Loss,Loss,Small ($50-200),56.71,-2.84,34.03
CA-2015-164833,04/06/2015,04/06/2015,Same Day,Express,LL-16840,OFF-LA-10000443,7.38,2,0,3.4686,47,0,No Discount,2015,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),3.69,1.73,0
CA-2015-164833,04/06/2015,04/06/2015,Same Day,Express,LL-16840,OFF-AR-10004685,9.26,2,0,3.0558,33,0,No Discount,2015,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),4.63,1.53,0
CA-2015-125423,13/12/2015,15/12/2015,Second Class,Standard,MC-17575,OFF-LA-10001771,9.96,2,0,4.5816,46,2,No Discount,2015,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),4.98,2.29,0
US-2014-130379,25/05/2014,29/05/2014,Standard Class,Economy,JL-15235,OFF-AP-10001394,75.6,2,0.8,-166.32,-220,4,High (41%+),2014,5,May,Spring,Loss,Loss,Small ($50-200),37.8,-83.16,60.48
US-2014-130379,25/05/2014,29/05/2014,Standard Class,Economy,JL-15235,FUR-FU-10002553,29.32,2,0.6,-24.189,-82.5,4,High (41%+),2014,5,May,Spring,Loss,Loss,Micro (<$50),14.66,-12.09,17.59
CA-2016-168956,16/02/2016,20/02/2016,Standard Class,Economy,EA-14035,OFF-AP-10004233,92.064,6,0.8,-225.5568,-245,4,High (41%+),2016,2,Feb,Winter,Loss,Loss,Small ($50-200),15.34,-37.59,73.65
CA-2016-168956,16/02/2016,20/02/2016,Standard Class,Economy,EA-14035,OFF-FA-10000304,6.976,4,0.2,1.8312,26.25,4,Low (1-20%),2016,2,Feb,Winter,Profit,High (>=20%),Micro (<$50),1.74,0.46,1.4
CA-2016-168956,16/02/2016,20/02/2016,Standard Class,Economy,EA-14035,FUR-CH-10004754,62.958,3,0.3,-2.6982,-4.29,4,Medium (21-40%),2016,2,Feb,Winter,Loss,Loss,Small ($50-200),20.99,-0.9,18.89
CA-2016-168956,16/02/2016,20/02/2016,Standard Class,Economy,EA-14035,OFF-PA-10000809,5.184,1,0.2,1.8144,35,4,Low (1-20%),2016,2,Feb,Winter,Profit,High (>=20%),Micro (<$50),5.18,1.81,1.04
CA-2016-167507,22/12/2016,28/12/2016,Standard Class,Economy,SA-20830,OFF-BI-10003694,31.32,10,0.7,-25.056,-80,6,High (41%+),2016,12,Dec,Winter,Loss,Loss,Micro (<$50),3.13,-2.51,21.92
CA-2016-167507,22/12/2016,28/12/2016,Standard Class,Economy,SA-20830,FUR-FU-10001935,11.84,4,0.2,3.108,26.25,6,Low (1-20%),2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),2.96,0.78,2.37
CA-2016-167507,22/12/2016,28/12/2016,Standard Class,Economy,SA-20830,FUR-FU-10002878,22.784,1,0.2,4.8416,21.25,6,Low (1-20%),2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),22.78,4.84,4.56
CA-2016-109344,08/02/2016,11/02/2016,Second Class,Standard,CH-12070,TEC-PH-10002624,1127.976,3,0.2,126.8973,11.25,3,Low (1-20%),2016,2,Feb,Winter,Profit,Medium (10-20%),XL (>$1K),375.99,42.3,225.6
US-2015-140851,13/07/2015,15/07/2015,Second Class,Standard,ND-18460,OFF-PA-10000019,38.88,6,0,18.6624,48,2,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),6.48,3.11,0
CA-2014-103373,18/05/2014,24/05/2014,Standard Class,Economy,BS-11755,TEC-PH-10002885,779.796,2,0.4,-168.9558,-21.67,6,Medium (21-40%),2014,5,May,Spring,Loss,Loss,Large ($500-1K),389.9,-84.48,311.92
CA-2017-145884,21/10/2017,21/10/2017,Same Day,Express,SL-20155,TEC-PH-10000895,1439.92,8,0,374.3792,26,0,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),XL (>$1K),179.99,46.8,0
CA-2017-145884,21/10/2017,21/10/2017,Same Day,Express,SL-20155,FUR-TA-10002356,262.11,1,0,62.9064,24,0,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Medium ($200-500),262.11,62.91,0
CA-2015-131422,05/11/2015,09/11/2015,Standard Class,Economy,GB-14530,FUR-CH-10001270,207,3,0.2,25.875,12.5,4,Low (1-20%),2015,11,Nov,Fall,Profit,Medium (10-20%),Medium ($200-500),69,8.62,41.4
CA-2017-162691,01/08/2017,07/08/2017,Standard Class,Economy,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,-18.33,6,Medium (21-40%),2017,8,Aug,Summer,Loss,Loss,XL (>$1K),479.99,-88,575.99
CA-2017-162691,01/08/2017,07/08/2017,Standard Class,Economy,AS-10045,OFF-PA-10003729,36.288,7,0.2,12.7008,35,6,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),5.18,1.81,7.26
CA-2014-141278,21/06/2014,24/06/2014,First Class,Fast,RM-19375,OFF-AR-10003056,21.4,5,0,6.206,29,3,No Discount,2014,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),4.28,1.24,0
CA-2017-122693,19/02/2017,21/02/2017,Second Class,Standard,NH-18610,OFF-AP-10002518,1245.86,7,0,361.2994,29,2,No Discount,2017,2,Feb,Winter,Profit,High (>=20%),XL (>$1K),177.98,51.61,0
CA-2014-117345,01/08/2014,05/08/2014,Standard Class,Economy,BF-10975,OFF-LA-10000240,17.544,3,0.2,5.9211,33.75,4,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),5.85,1.97,3.51
CA-2014-117345,01/08/2014,05/08/2014,Standard Class,Economy,BF-10975,FUR-FU-10000629,44.128,4,0.2,12.1352,27.5,4,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),11.03,3.03,8.83
CA-2014-117345,01/08/2014,05/08/2014,Standard Class,Economy,BF-10975,OFF-AP-10001005,62.92,1,0.2,10.2245,16.25,4,Low (1-20%),2014,8,Aug,Summer,Profit,Medium (10-20%),Small ($50-200),62.92,10.22,12.58
CA-2014-117345,01/08/2014,05/08/2014,Standard Class,Economy,BF-10975,OFF-PA-10002377,78.304,2,0.2,29.364,37.5,4,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),39.15,14.68,15.66
CA-2016-157763,18/07/2016,23/07/2016,Standard Class,Economy,KH-16330,FUR-CH-10000988,140.81,1,0,39.4268,28,5,No Discount,2016,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),140.81,39.43,0
CA-2015-135391,09/02/2015,11/02/2015,Second Class,Standard,FA-14230,OFF-LA-10001074,40.096,4,0.2,13.5324,33.75,2,Low (1-20%),2015,2,Feb,Winter,Profit,High (>=20%),Micro (<$50),10.02,3.38,8.02
CA-2015-135391,09/02/2015,11/02/2015,Second Class,Standard,FA-14230,FUR-FU-10001986,40.784,2,0.6,-30.588,-75,2,High (41%+),2015,2,Feb,Winter,Loss,Loss,Micro (<$50),20.39,-15.29,24.47
US-2017-113852,29/07/2017,02/08/2017,Standard Class,Economy,GW-14605,TEC-AC-10003027,90.57,3,0,11.7741,13,4,No Discount,2017,7,Jul,Summer,Profit,Medium (10-20%),Small ($50-200),30.19,3.92,0
US-2017-158512,12/01/2017,17/01/2017,Second Class,Standard,DA-13450,OFF-PA-10001804,40.08,6,0,19.2384,48,5,No Discount,2017,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),6.68,3.21,0
US-2017-158512,12/01/2017,17/01/2017,Second Class,Standard,DA-13450,FUR-FU-10004973,37.68,2,0,15.8256,42,5,No Discount,2017,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),18.84,7.91,0
CA-2017-128370,10/09/2017,10/09/2017,Same Day,Express,FH-14275,FUR-CH-10002602,362.352,3,0.2,27.1764,7.5,0,Low (1-20%),2017,9,Sep,Fall,Profit,Low (0-10%),Medium ($200-500),120.78,9.06,72.47
CA-2017-128370,10/09/2017,10/09/2017,Same Day,Express,FH-14275,OFF-BI-10004140,7.184,2,0.2,2.245,31.25,0,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),3.59,1.12,1.44
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,OFF-ST-10000464,34.76,1,0,9.7328,28,5,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),34.76,9.73,0
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,TEC-AC-10002253,831.2,5,0,124.68,15,5,No Discount,2015,7,Jul,Summer,Profit,Medium (10-20%),Large ($500-1K),166.24,24.94,0
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,OFF-PA-10000528,26.4,5,0,11.88,45,5,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),5.28,2.38,0
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,OFF-EN-10000483,106.75,7,0,49.105,46,5,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),15.25,7.02,0
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,OFF-PA-10003129,97.82,2,0,45.9754,47,5,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),48.91,22.99,0
CA-2015-160472,20/07/2015,25/07/2015,Second Class,Standard,RK-19300,OFF-ST-10003442,141.4,5,0,38.178,27,5,No Discount,2015,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),28.28,7.64,0
CA-2014-114643,13/06/2014,17/06/2014,Standard Class,Economy,FM-14215,OFF-AR-10003631,14.52,3,0,4.7916,33,4,No Discount,2014,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),4.84,1.6,0
US-2017-158218,12/05/2017,15/05/2017,Second Class,Standard,AC-10420,OFF-ST-10000563,127.92,5,0.2,-15.99,-12.5,3,Low (1-20%),2017,5,May,Spring,Loss,Loss,Small ($50-200),25.58,-3.2,25.58
US-2017-158218,12/05/2017,15/05/2017,Second Class,Standard,AC-10420,OFF-BI-10002133,34.24,4,0.8,-53.072,-155,3,High (41%+),2017,5,May,Spring,Loss,Loss,Micro (<$50),8.56,-13.27,27.39
CA-2015-121608,03/09/2015,05/09/2015,First Class,Fast,JB-15400,OFF-AP-10002311,137.62,2,0,60.5528,44,2,No Discount,2015,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),68.81,30.28,0
CA-2015-121608,03/09/2015,05/09/2015,First Class,Fast,JB-15400,TEC-PH-10004959,100.49,1,0,25.1225,25,2,No Discount,2015,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),100.49,25.12,0
US-2017-121251,26/03/2017,27/03/2017,First Class,Fast,GM-14440,FUR-BO-10001918,257.568,2,0.2,-28.9764,-11.25,1,Low (1-20%),2017,3,Mar,Spring,Loss,Loss,Medium ($200-500),128.78,-14.49,51.51
US-2017-121251,26/03/2017,27/03/2017,First Class,Fast,GM-14440,TEC-PH-10004896,119.96,4,0,33.5888,28,1,No Discount,2017,3,Mar,Spring,Profit,High (>=20%),Small ($50-200),29.99,8.4,0
CA-2014-151078,12/11/2014,12/11/2014,Same Day,Express,RF-19840,OFF-ST-10001328,49.632,4,0.2,4.9632,10,0,Low (1-20%),2014,11,Nov,Fall,Profit,Medium (10-20%),Micro (<$50),12.41,1.24,9.93
US-2016-100839,13/10/2016,17/10/2016,Standard Class,Economy,NC-18625,FUR-TA-10004575,727.45,5,0.5,-465.568,-64,4,High (41%+),2016,10,Oct,Fall,Loss,Loss,Large ($500-1K),145.49,-93.11,363.72
US-2016-100839,13/10/2016,17/10/2016,Standard Class,Economy,NC-18625,FUR-FU-10001617,24.96,3,0.2,4.368,17.5,4,Low (1-20%),2016,10,Oct,Fall,Profit,Medium (10-20%),Micro (<$50),8.32,1.46,4.99
US-2017-116659,12/11/2017,12/11/2017,Same Day,Express,NG-18355,TEC-PH-10002824,370.782,3,0.4,-92.6955,-25,0,Medium (21-40%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),123.59,-30.9,148.31
CA-2017-118857,15/04/2017,18/04/2017,First Class,Fast,AH-10075,FUR-FU-10004460,196.45,5,0,70.722,36,3,No Discount,2017,4,Apr,Spring,Profit,High (>=20%),Small ($50-200),39.29,14.14,0
CA-2015-127110,25/06/2015,01/07/2015,Standard Class,Economy,CH-12070,OFF-PA-10003309,31.104,6,0.2,10.8864,35,6,Low (1-20%),2015,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),5.18,1.81,6.22
CA-2015-127110,25/06/2015,01/07/2015,Standard Class,Economy,CH-12070,OFF-ST-10002554,78.256,2,0.2,-17.6076,-22.5,6,Low (1-20%),2015,6,Jun,Summer,Loss,Loss,Small ($50-200),39.13,-8.8,15.65
